DateKey,RegionID,ProductID,RevenueTarget,ProfitTarget
20230624,89,P0419,2508771,38558
20240227,122,P0453,1603909,840052
20220816,125,P0274,3139033,560396
20250424,149,P0325,3720808,477226
20231112,118,P0384,3367272,96463
20240209,73,P0415,148295,497203
20250617,31,P0294,1750514,689395
20240614,24,P0272,2986836,988432
20250924,103,P0354,1711491,174682
20220403,112,P0266,1908086,333600
20240624,84,P0044,1254278,661464
20250820,99,P0295,4090644,702722
20220914,15,P0023,320480,540139
20250708,125,P0187,4371981,924401
20220815,3,P0175,4077029,55122
20251204,113,P0465,903247,589202
20250719,17,P0296,1940890,729592
20240302,16,P0081,3747582,154970
20230408,56,P0087,4827307,44984
20220515,122,P0119,1167900,304592
20240313,64,P0099,3931264,916664
20231216,50,P0181,1543344,817821
20241019,116,P0216,470119,589407
20240124,102,P0238,2091853,384052
20240825,78,P0146,4158300,479925
20240428,75,P0420,4282970,847119
20240208,123,P0484,3731653,506964
20241007,127,P0147,668228,819446
20220624,68,P0111,1185659,369860
20241222,127,P0399,3632942,133532
20250617,27,P0415,4428649,128682
20251007,14,P0060,4922623,463453
20230418,137,P0034,1813910,181154
20250923,79,P0111,4554225,797353
20241101,11,P0060,3788585,400870
20250916,124,P0053,2063041,492590
20230702,8,P0223,736582,394893
20220712,1,P0349,2101149,328649
20221218,7,P0152,1164371,840672
20250526,46,P0347,2478970,925987
20220104,57,P0136,1758331,102001
20230918,55,P0091,1580357,885611
20220130,85,P0152,2271013,409875
20220618,8,P0331,4781631,893553
20251007,83,P0296,2991974,989051
20231123,41,P0277,425538,753708
20220111,93,P0173,4359347,863095
20221212,116,P0427,313833,132276
20251102,129,P0298,4829004,341421
20220726,70,P0175,3311028,966244
20220607,84,P0420,2169664,844473
20230619,140,P0432,2395110,131572
20251118,67,P0015,3025470,284580
20230825,106,P0153,2078013,936229
20220712,93,P0492,2032467,346467
20251228,96,P0246,2962941,972443
20240401,82,P0057,2579551,226779
20230613,44,P0057,161332,729320
20240202,76,P0387,808388,20816
20220702,102,P0166,1080612,647542
20250419,91,P0345,2951678,280520
20230919,71,P0171,1770950,350882
20220925,130,P0374,4222909,634828
20221107,128,P0240,158074,746044
20240211,76,P0212,821908,422995
20240127,20,P0199,1150458,329896
20220112,108,P0362,937311,655388
20240227,79,P0096,3905282,108087
20220213,121,P0071,2278645,601602
20221222,135,P0411,3331174,909599
20240403,46,P0164,2183534,515613
20230303,146,P0031,1232520,118456
20220911,140,P0034,1177166,160752
20250817,96,P0149,3154765,625693
20240910,129,P0283,4922800,904233
20221115,45,P0350,1314096,396434
20221229,144,P0061,823030,145493
20240127,38,P0083,4105909,354318
20241129,52,P0111,2129468,701301
20241027,85,P0090,3214540,690887
20251021,87,P0419,2857813,613892
20240518,61,P0072,444774,293282
20220826,56,P0008,778463,815880
20250221,62,P0321,3213313,78943
20250527,94,P0177,1267538,571704
20251109,31,P0210,4237280,188588
20250709,10,P0471,283035,279170
20241207,20,P0271,2097683,299796
20230216,106,P0274,4021778,475490
20240423,46,P0272,4388259,598640
20220201,35,P0469,3803762,551342
20240720,136,P0123,4770666,717199
20230221,10,P0065,4938996,709450
20240505,95,P0052,2500434,97696
20240917,108,P0470,218767,127928
20230910,74,P0274,257316,252302
20241123,44,P0249,2500958,109863
20250315,117,P0069,4486993,143692
20251128,137,P0214,1378048,202172
20220414,16,P0349,193200,581951
20221225,89,P0055,3129677,359214
20231219,29,P0146,1996771,679534
20221212,130,P0425,2625840,308400
20230227,117,P0394,3972164,526187
20230302,101,P0323,2005101,720049
20240722,65,P0454,2166713,435643
20220102,4,P0287,4783984,597564
20250711,58,P0157,2011565,127708
20240410,61,P0346,3580224,890666
20220708,51,P0136,2823813,632631
20250715,36,P0265,4890615,254551
20230930,28,P0181,2950784,981455
20221130,138,P0337,4743371,929770
20250622,73,P0430,77003,481772
20220517,102,P0200,2748111,104601
20250714,121,P0078,2336440,700780
20231104,90,P0404,3250764,709022
20250827,99,P0032,4273381,452034
20220921,144,P0073,3090170,675391
20220917,104,P0386,4424370,977208
20220414,109,P0221,649531,898614
20230228,107,P0368,4701875,404829
20220904,81,P0390,4087003,873260
20221116,10,P0078,3633853,578614
20221206,67,P0435,1143147,997380
20220326,40,P0470,828425,722373
20251210,133,P0080,2500432,78217
20240402,84,P0375,4920645,784783
20230106,95,P0034,4540696,361407
20231123,143,P0064,4475032,716115
20230225,116,P0223,3331033,706402
20240611,94,P0341,1847366,527549
20231204,144,P0376,355470,115572
20220217,20,P0309,2963448,20662
20250918,76,P0395,2857783,15060
20250810,143,P0265,170021,337192
20241122,91,P0482,226718,271802
20250919,69,P0392,1260973,67387
20250703,49,P0283,981952,304665
20240524,63,P0042,4065162,470200
20250814,15,P0108,3637950,585627
20220429,150,P0216,4808465,227209
20230830,66,P0028,1460236,741232
20251012,31,P0458,4200328,18569
20230706,54,P0251,3744547,687628
20220311,121,P0238,4844435,39124
20221006,22,P0093,4717552,351735
20250814,72,P0125,3150836,40242
20250309,41,P0225,1128939,106191
20240217,74,P0067,3404581,533584
20240628,97,P0418,3681404,278388
20220528,130,P0376,3242209,531398
20241215,28,P0365,2046885,673299
20250322,26,P0115,4286065,300828
20240727,103,P0378,1890810,756657
20240526,61,P0008,3128239,759778
20240628,124,P0219,4212773,125184
20230922,22,P0143,471739,669506
20240630,111,P0070,2034367,716749
20220824,88,P0411,4145458,819015
20220809,11,P0282,3877918,325093
20230104,138,P0382,2601781,888481
20220322,34,P0481,1551563,577890
20220413,96,P0345,3136808,50704
20230914,71,P0138,1348473,649815
20221225,118,P0176,4835024,38355
20220120,84,P0200,3110535,995359
20230408,120,P0297,4484632,200906
20240316,116,P0252,4731012,415777
20220425,7,P0098,4288061,867763
20250106,131,P0382,1307212,223386
20241012,103,P0273,202098,588267
20250531,99,P0302,851090,734365
20241011,40,P0007,1730060,559684
20240304,108,P0284,1985321,427522
20251009,31,P0402,3606588,345467
20231025,113,P0233,4105453,475166
20230414,112,P0141,2114327,535359
20241211,123,P0003,4942897,666609
20240908,51,P0386,309802,425496
20250827,90,P0262,3479533,974546
20230430,90,P0415,252058,364809
20221230,1,P0072,4912541,425869
20220812,89,P0286,1230424,86005
20251126,35,P0045,4114702,627133
20250708,7,P0171,2972923,43731
20241117,82,P0276,4266162,254425
20240301,110,P0203,3300086,526071
20220924,129,P0138,2048832,504091
20220521,119,P0249,1473212,631867
20230513,25,P0083,2489138,576818
20221007,10,P0423,3159321,694474
20221119,147,P0422,2555186,734515
20251023,11,P0474,280660,501860
20230610,30,P0450,1560541,258081
20240318,113,P0329,3869334,855710
20241209,40,P0132,4267400,434841
20220413,27,P0441,1485043,626109
20220521,115,P0023,1974906,538808
20240329,60,P0330,2328386,715174
20230422,8,P0374,317574,284420
20240101,46,P0054,2252065,763633
20251026,143,P0348,4984264,150098
20220128,63,P0218,2705751,459253
20240610,132,P0026,3441519,986359
20251012,73,P0329,713940,479863
20220312,59,P0251,2162933,733445
20240119,12,P0119,282261,985349
20241028,84,P0165,3209790,625723
20230613,23,P0452,1474553,59442
20220205,31,P0449,915006,961282
20250801,8,P0009,951872,653562
20230903,87,P0279,4459593,159539
20240512,2,P0005,3089127,101851
20231031,2,P0043,2057110,889185
20250920,119,P0255,1802415,392325
20251228,86,P0124,3715823,893194
20251108,23,P0090,4993964,433920
20230108,80,P0071,847562,738623
20221122,122,P0414,4542452,433646
20250708,53,P0227,1663432,44458
20250426,43,P0364,2391135,854936
20240115,1,P0081,584554,430945
20240803,96,P0156,971304,109232
20240121,111,P0279,1801298,23670
20251014,61,P0284,4498887,565194
20231205,143,P0476,1608581,12615
20250530,127,P0087,4212744,964014
20240519,13,P0367,3342205,680825
20230626,77,P0232,3993473,275497
20220905,74,P0162,589573,763746
20220629,4,P0496,4045931,763862
20230810,48,P0321,4782509,488673
20240507,12,P0365,731617,78600
20250114,57,P0461,3044263,219276
20220513,128,P0276,173604,304305
20250707,70,P0087,4656582,186903
20231031,45,P0125,1010685,870084
20241213,86,P0042,519162,774152
20241007,27,P0244,3494996,63646
20240202,78,P0314,1797038,605236
20230704,44,P0332,2539822,209387
20220730,21,P0141,2377147,44495
20220825,124,P0288,1206979,669464
20240901,91,P0496,208204,716986
20230626,98,P0067,2937381,773247
20220527,89,P0457,393582,676226
20250730,149,P0413,4887530,610738
20240108,34,P0297,2985062,766636
20230302,131,P0420,1968925,642236
20220214,139,P0475,2988678,734394
20240902,27,P0223,4887220,703947
20240314,117,P0305,1296241,87923
20240226,81,P0141,1591745,968226
20220721,16,P0425,3191601,222842
20241013,137,P0130,2198371,878291
20250115,59,P0291,2085861,76504
20220118,123,P0208,4318407,663181
20240531,20,P0435,1507429,982087
20221008,84,P0109,3978040,610458
20241209,104,P0459,3340946,324278
20251210,150,P0454,3036575,229729
20230813,40,P0350,1617834,620528
20240917,147,P0188,4208918,481173
20220915,143,P0155,4219201,428375
20220412,87,P0014,2952362,298355
20251216,3,P0391,1516503,165251
20241011,80,P0404,3411416,715363
20220329,48,P0207,4098320,801722
20240205,34,P0183,3423097,199808
20250324,142,P0256,3729022,701360
20250614,107,P0487,2924018,887470
20230216,61,P0413,170418,518397
20250618,49,P0356,4508121,12986
20231006,41,P0274,3274017,71855
20220312,125,P0178,4919268,431298
20250529,113,P0445,4088762,816560
20221025,76,P0204,3654641,299271
20230731,74,P0190,1690932,769839
20240723,136,P0483,2736886,29256
20220119,57,P0392,4360269,871997
20250306,68,P0048,1536429,150669
20240821,89,P0458,91413,674316
20250622,99,P0206,1214909,916021
20220910,120,P0205,519013,408341
20220728,49,P0041,1557955,885388
20240722,116,P0126,4415564,442738
20250625,55,P0285,3754442,840188
20240319,26,P0064,3918702,160961
20240622,127,P0243,323634,216445
20230321,148,P0151,2265826,776373
20240526,115,P0270,4979579,596546
20230608,132,P0030,4867188,266775
20231027,93,P0456,518257,162822
20231021,138,P0397,97883,866303
20220104,38,P0134,3685246,272977
20220811,26,P0242,3701765,281866
20230402,86,P0104,4579869,977442
20230430,35,P0472,1819830,353421
20251013,31,P0281,1114485,671691
20250717,94,P0231,1829047,976105
20250403,52,P0359,195031,36039
20250822,148,P0202,2025700,202897
20250117,150,P0168,852510,38774
20220919,28,P0182,4138494,716442
20250411,9,P0493,3974727,312501
20230404,9,P0068,1930977,264067
20220111,87,P0185,2639806,331241
20230105,141,P0127,4239054,427939
20230325,72,P0414,3989829,986380
20241206,98,P0485,786921,601985
20220815,43,P0364,3071516,793728
20230106,27,P0003,1497589,384797
20220217,16,P0054,1784565,442127
20230111,141,P0312,3969320,673921
20230306,34,P0063,1951021,368621
20230112,99,P0229,4831989,818260
20240309,135,P0459,2872509,584681
20241107,97,P0431,734577,289022
20251123,10,P0094,1390136,161823
20240104,141,P0136,2509510,540777
20220626,26,P0302,4881288,564192
20221106,138,P0139,4338534,742388
20230718,114,P0333,2842227,860956
20230527,26,P0276,4721958,135345
20240811,46,P0196,2528613,34600
20220403,131,P0414,4316863,838545
20221119,56,P0306,2465722,758807
20230221,86,P0485,1662875,529537
20241022,140,P0077,3830586,188658
20230216,64,P0339,3706093,174712
20230701,29,P0004,4795737,890322
20230518,148,P0335,4918493,641989
20250519,122,P0450,1534218,599329
20240310,150,P0353,4497266,408047
20241107,37,P0277,4538269,324488
20231101,105,P0112,2018577,967700
20221016,150,P0309,1979349,897358
20230727,23,P0258,2182888,296834
20230604,105,P0346,4300782,353533
20250417,25,P0467,3774173,101614
20240919,69,P0283,1747414,493775
20250212,143,P0380,3052678,149740
20250903,142,P0161,980012,825648
20220514,86,P0050,2172817,965267
20221214,12,P0422,116219,345655
20220924,134,P0066,3562013,339606
20230421,136,P0129,1257482,26304
20230814,23,P0121,2439557,284170
20220407,40,P0016,3540247,509400
20250724,82,P0246,1174395,140129
20220422,111,P0189,1164347,931371
20251206,99,P0273,3996432,565109
20230709,10,P0438,2062368,254054
20220729,116,P0383,2267210,563787
20250325,64,P0120,3292680,144822
20241214,10,P0195,3674974,865556
20251002,6,P0022,4042022,608133
20221117,57,P0281,179493,528150
20251125,93,P0073,500525,449558
20230823,110,P0375,1348568,672029
20220328,59,P0141,814786,851405
20240304,74,P0430,2507020,941048
20250107,13,P0464,3983870,503200
20221006,39,P0125,1642695,684751
20231230,126,P0241,3453561,241720
20240509,49,P0396,855320,341726
20230515,114,P0283,4289174,359386
20230304,24,P0225,2176882,582997
20221216,112,P0166,2944617,735004
20230805,1,P0272,3736112,165471
20240406,64,P0069,3883753,317595
20250321,124,P0098,4890188,625843
20240604,54,P0397,3294809,125095
20230122,20,P0103,3321271,641692
20241218,110,P0043,4996187,572419
20230623,33,P0323,411480,868933
20220105,36,P0054,4138366,761695
20240926,135,P0215,4118095,595592
20240318,33,P0314,3547169,64752
20240313,56,P0395,1028924,365993
20240106,45,P0176,2085281,446663
20250703,144,P0012,2669833,450012
20230726,79,P0070,4845434,104578
20241014,64,P0362,1289501,676460
20250501,90,P0490,2676456,318255
20241014,142,P0478,883122,917509
20250204,115,P0500,4522000,544037
20221028,59,P0274,2919260,656210
20240818,55,P0143,1544709,250821
20231020,136,P0257,2770514,154588
20230513,22,P0389,2104539,108189
20231212,136,P0442,1711072,648869
20240612,97,P0385,2307439,235986
20250403,80,P0296,3959912,621990
20231123,53,P0083,4691182,256604
20250611,150,P0273,4248900,345698
20240703,145,P0007,4443205,747188
20240722,86,P0010,2488728,946291
20240827,112,P0278,2239680,994942
20220129,71,P0007,3927697,478800
20250118,132,P0470,284649,21135
20230116,86,P0004,3499529,51506
20251108,30,P0014,1689895,436101
20230227,91,P0469,3371206,548801
20240727,31,P0030,4934522,15914
20230612,62,P0034,4625355,61917
20250221,150,P0084,504222,801035
20220726,36,P0061,548652,781545
20231210,99,P0209,538184,440406
20220724,31,P0117,3147701,957132
20231003,66,P0478,3442706,961714
20240215,142,P0331,4209825,988291
20231030,117,P0153,146189,11167
20251216,73,P0388,1886765,786283
20241125,114,P0085,2218774,677385
20231203,37,P0253,4845155,700462
20250607,12,P0384,4249363,385375
20230629,100,P0113,1583077,920829
20250611,82,P0162,4187695,842798
20220813,138,P0204,3993781,451244
20240816,43,P0432,3520827,322126
20240401,13,P0410,3228003,148420
20230510,137,P0208,4610802,748138
20240315,142,P0246,4243412,138285
20220223,102,P0271,611230,138503
20220313,35,P0362,1831985,340172
20231223,69,P0028,3518508,281279
20240417,119,P0299,3809032,988977
20230324,109,P0015,4685471,391049
20220314,123,P0430,2080125,600355
20220515,58,P0091,4626328,132679
20220503,29,P0120,531837,845535
20251101,4,P0144,2400788,512170
20230618,80,P0307,198059,725329
20220927,99,P0024,1073392,975940
20250222,50,P0059,2951322,593578
20220108,74,P0045,1339748,154939
20240111,48,P0431,416072,246759
20240629,142,P0431,1937143,304183
20240614,120,P0272,86860,118298
20230326,90,P0347,122321,734158
20221221,20,P0454,2157509,118602
20240506,99,P0166,4764318,380900
20250331,144,P0258,2445380,252304
20230306,12,P0101,4948691,966888
20220421,27,P0487,688305,314473
20231219,129,P0488,4357256,645020
20221208,92,P0402,4363519,17521
20220614,73,P0383,3928139,308852
20220705,124,P0474,920473,957229
20240803,82,P0106,386954,187013
20231101,103,P0249,855620,454205
20230926,56,P0364,1324728,398059
20240107,127,P0089,4991662,614246
20220811,79,P0378,819249,261139
20221225,70,P0377,3058213,377118
20230130,53,P0363,4622024,161932
20250711,6,P0062,1519613,525251
20251213,118,P0398,781692,433411
20250530,85,P0189,2043304,311723
20240828,87,P0126,1366080,895838
20231005,90,P0145,2674420,539761
20221021,44,P0390,1642989,889211
20230705,145,P0225,3281361,327345
20220421,59,P0372,1826770,776226
20230102,106,P0234,594022,829601
20220423,108,P0148,841919,61863
20221206,123,P0328,1294878,543808
20240121,66,P0440,3091155,170461
20230309,113,P0313,2711313,58986
20240425,35,P0393,3811919,556059
20220910,134,P0253,1079820,609547
20250111,55,P0231,613971,494112
20220504,42,P0062,173976,499610
20240812,48,P0011,2871151,856747
20241222,132,P0252,2517295,987284
20250227,112,P0443,1626881,915842
20231010,91,P0038,955238,315175
20250330,70,P0096,3940030,275580
20240109,142,P0056,747192,324159
20221027,77,P0148,2956580,677913
20240428,41,P0435,2195035,723171
20240318,77,P0377,3552465,855873
20231017,98,P0252,1529986,316861
20251208,83,P0462,2797576,216663
20240413,91,P0498,4716473,207233
20221102,20,P0195,4099804,900833
20230614,43,P0438,516305,497197
20240905,41,P0180,4868742,708752
20250118,142,P0483,2127975,215736
20241022,38,P0454,419056,776518
20250925,133,P0262,3650121,45005
20230722,61,P0011,2117934,419985
20230219,133,P0315,3462327,164758
20241210,125,P0348,2957428,645540
20240315,45,P0307,3865664,379737
20250621,10,P0405,4726783,345580
20240315,5,P0040,3690388,350818
20250619,84,P0278,4388487,601718
20230612,81,P0200,258941,833701
20240907,133,P0077,4339476,438770
20230830,64,P0116,2958604,609779
20240308,101,P0222,2001725,314614
20231105,37,P0392,3220183,71171
20230426,105,P0267,2387334,536558
20250610,49,P0037,2226482,981138
20240525,59,P0177,3671185,489939
20220202,132,P0087,2521402,43150
20250621,84,P0133,4661734,872688
20240715,43,P0417,3424470,697390
20240304,111,P0291,853415,846530
20251208,137,P0113,2103062,572380
20231002,44,P0047,2524789,361117
20230624,64,P0012,2026464,89191
20230117,148,P0449,4242765,33897
20250605,149,P0279,2532533,496074
20231119,75,P0219,3822589,295105
20241010,37,P0106,3627513,200585
20231022,46,P0257,3432705,41696
20250524,121,P0279,4348857,283143
20240507,147,P0072,3179791,985146
20240301,113,P0089,4684889,462293
20220606,2,P0059,4650009,637804
20230131,70,P0252,2341250,841025
20220521,52,P0483,821688,490107
20250209,135,P0248,3631620,989723
20230310,122,P0276,1148016,114572
20220314,142,P0304,3209561,267525
20250927,16,P0178,3759976,400269
20250126,118,P0495,1471638,190983
20230806,133,P0015,1928387,548335
20250919,9,P0081,3107058,653453
20250724,91,P0103,78784,496218
20240331,23,P0317,1617609,150246
20250117,103,P0434,1368535,57818
20221112,27,P0474,3560093,563984
20240501,62,P0436,1329251,678390
20241002,144,P0156,2874349,337800
20230909,61,P0469,4713222,824997
20230111,72,P0473,3576475,580642
20231012,79,P0393,669596,523005
20240521,92,P0180,3916135,102516
20250802,119,P0046,4701787,47779
20220503,22,P0083,1070749,413491
20250703,53,P0348,2717692,461110
20220202,41,P0439,647065,153765
20230303,5,P0298,2164101,125126
20220807,16,P0217,1815276,945851
20231224,16,P0329,3696367,922333
20220208,52,P0217,2267495,176472
20230508,93,P0119,2295017,786095
20230514,83,P0112,2725831,382579
20250120,66,P0400,931876,21922
20251218,59,P0499,2146228,683145
